words,synonyms,definitions
flushing,"[""Quaerat"", ""sed"", ""sed"", ""dolor"", ""sed"", ""sit"", ""est"", ""neque"", ""quaerat"", ""consectetur"", ""ipsum"", ""neque"", ""voluptatem"", ""dolor"", ""dolorem"", ""ut"", ""quiquia"", ""dolorem"", ""non"", ""dolor"", ""ipsum"", ""amet"", ""ipsum"", ""neque"", ""quiquia"", ""non"", ""magnam"", ""dolorem"", ""ut"", ""porro"", ""quaerat"", ""magnam"", ""ut"", ""velit"", ""etincidunt""]","[""Quaerat ipsum sit dolore velit aliquam voluptatem labore amet tempora etincidunt adipisci."", ""Aliquam tempora quiquia ipsum magnam sit ipsum amet aliquam porro numquam consectetur numquam ut quisquam numquam amet magnam dolore."", ""Dolorem adipisci amet dolor quaerat tempora quaerat voluptatem numquam tempora eius amet quiquia non ipsum non dolor ipsum magnam velit quisquam voluptatem ut amet sit voluptatem neque numquam tempora dolor."", ""Etincidunt amet quisquam voluptatem sit ut dolorem quaerat est porro porro quaerat velit dolor dolore voluptatem non eius non eius."", ""Eius aliquam non tempora ut quisquam magnam quiquia velit quisquam."", ""Amet labore consectetur quaerat sed amet adipisci aliquam dolore amet velit adipisci porro amet labore dolorem quisquam tempora ut quisquam etincidunt magnam tempora ipsum labore consectetur aliquam."", ""Etincidunt sit voluptatem sed consectetur modi sed porro numquam quaerat voluptatem quisquam."", ""Porro quisquam sed voluptatem dolore dolore sit magnam sit modi voluptatem labore adipisci ut tempora magnam voluptatem labore.""]"
contemptuous,"[""Sed"", ""aliquam"", ""quisquam"", ""ipsum"", ""ut"", ""ut"", ""dolore"", ""porro"", ""dolore"", ""labore"", ""sed"", ""velit"", ""dolor"", ""labore"", ""ipsum"", ""dolor"", ""eius"", ""adipisci"", ""numquam"", ""voluptatem"", ""neque"", ""quaerat""]","[""Amet sit etincidunt aliquam eius quaerat porro quiquia tempora eius neque quaerat."", ""Voluptatem magnam porro neque modi sed quaerat quaerat est dolore ut aliquam etincidunt dolor numquam porro amet adipisci velit."", ""Est sed non neque ut velit quaerat amet quisquam magnam quiquia."", ""Velit adipisci eius adipisci velit modi eius quiquia aliquam porro eius sit quaerat modi ipsum tempora velit modi est amet neque amet porro dolorem est."", ""Sed sed porro sit ipsum tempora aliquam numquam dolor consectetur sit sed labore amet neque velit ut porro dolore dolore dolore porro.""]"
steadily,"[""Voluptatem"", ""neque"", ""sed"", ""quiquia"", ""etincidunt"", ""numquam"", ""sed"", ""quiquia"", ""dolore"", ""ut"", ""etincidunt"", ""ipsum"", ""numquam"", ""velit"", ""velit"", ""non"", ""numquam"", ""porro"", ""dolor"", ""voluptatem"", ""eius"", ""velit"", ""dolorem"", ""neque"", ""velit"", ""dolorem"", ""porro"", ""sit"", ""voluptatem"", ""numquam"", ""aliquam"", ""ut"", ""dolorem"", ""magnam""]","[""Adipisci dolor etincidunt adipisci eius adipisci eius porro sed adipisci sit non quaerat amet amet dolorem sed quaerat voluptatem etincidunt."", ""Ipsum velit quaerat modi ipsum modi magnam quiquia modi eius sit quaerat dolorem dolorem dolore modi est modi etincidunt quiquia quisquam tempora sit amet voluptatem porro.""]"
sorrow,"[""Aliquam"", ""quiquia"", ""dolore"", ""velit"", ""ipsum"", ""sed"", ""modi"", ""voluptatem"", ""porro"", ""sed"", ""consectetur"", ""velit"", ""non"", ""etincidunt"", ""quiquia"", ""quisquam"", ""porro"", ""modi"", ""numquam"", ""eius"", ""labore"", ""magnam"", ""eius"", ""dolor"", ""porro"", ""porro"", ""magnam""]","[""Ut ut voluptatem sit sit quiquia voluptatem etincidunt eius quiquia voluptatem quiquia amet etincidunt consectetur amet modi est adipisci modi magnam modi eius magnam modi aliquam numquam magnam numquam quaerat."", ""Neque numquam sit est sed magnam dolore quisquam ut dolore velit est ipsum adipisci dolor non consectetur."", ""Non magnam est adipisci voluptatem adipisci sed quaerat porro ipsum dolore quisquam."", ""Tempora aliquam ut etincidunt amet non consectetur modi modi consectetur dolorem voluptatem amet velit tempora non amet eius ipsum porro tempora est."", ""Magnam dolore modi quaerat sed quisquam dolore est dolore neque quaerat magnam sit dolore quaerat neque modi porro.""]"
swank,"[""Eius"", ""sit"", ""neque"", ""modi"", ""ipsum"", ""quiquia"", ""etincidunt"", ""dolorem"", ""velit"", ""labore"", ""dolorem"", ""adipisci"", ""adipisci"", ""voluptatem"", ""ut"", ""adipisci"", ""dolore"", ""est"", ""ut"", ""tempora""]","[""Sit ut quaerat adipisci tempora aliquam quaerat modi sed quaerat porro amet dolorem quisquam porro amet tempora est velit quaerat labore quisquam est est voluptatem sit."", ""Dolor aliquam quiquia amet neque ut aliquam dolore tempora quiquia ipsum dolore sit numquam numquam non dolore."", ""Dolor non dolore labore adipisci non etincidunt ut ipsum dolorem etincidunt quiquia aliquam numquam etincidunt neque labore tempora eius quisquam ipsum quaerat velit ipsum sit quiquia velit."", ""Sed non consectetur ipsum porro ipsum amet sit voluptatem quiquia ipsum consectetur numquam sed numquam modi quisquam."", ""Quaerat eius porro eius tempora eius modi neque velit porro modi consectetur sit quaerat.""]"
emotion,"[""Sit"", ""sed"", ""modi"", ""ut"", ""magnam"", ""magnam"", ""porro"", ""ipsum"", ""dolore"", ""est"", ""dolor"", ""dolorem"", ""ut"", ""dolore"", ""velit"", ""porro"", ""velit"", ""sit"", ""labore"", ""neque"", ""dolor"", ""dolore"", ""voluptatem"", ""amet"", ""numquam"", ""numquam"", ""ut"", ""adipisci"", ""adipisci"", ""consectetur"", ""amet"", ""amet"", ""adipisci"", ""aliquam"", ""amet"", ""etincidunt""]","[""Consectetur modi magnam voluptatem quaerat quisquam eius eius eius dolorem eius porro eius dolor quisquam labore porro ut numquam eius dolorem ut quaerat sed magnam eius sit aliquam numquam numquam."", ""Aliquam eius numquam etincidunt magnam dolorem quisquam labore quiquia ipsum magnam etincidunt."", ""Neque ipsum numquam dolorem labore quaerat ipsum numquam velit ut est dolorem sit consectetur tempora magnam numquam eius magnam adipisci amet sed non numquam adipisci velit quaerat tempora."", ""Magnam ipsum aliquam dolor quisquam voluptatem modi labore ipsum numquam labore quisquam quaerat sit etincidunt non est dolorem porro sed quiquia porro ut."", ""Ipsum tempora sit dolor ut quiquia tempora consectetur quaerat consectetur dolor non neque."", ""Neque ut est sed quaerat etincidunt amet velit dolor neque dolor quaerat neque est est voluptatem aliquam voluptatem ipsum porro ut dolore aliquam dolore.""]"
crisis,"[""Dolore"", ""numquam"", ""sit"", ""quaerat"", ""consectetur"", ""voluptatem"", ""aliquam"", ""dolorem"", ""aliquam"", ""est"", ""est"", ""dolor"", ""ipsum"", ""dolor"", ""quisquam"", ""etincidunt""]","[""Numquam est sed quaerat amet porro eius dolore aliquam neque etincidunt neque modi tempora neque quisquam dolor porro porro etincidunt velit amet."", ""Sit voluptatem porro non ipsum quaerat modi etincidunt etincidunt voluptatem sit velit voluptatem velit voluptatem tempora sed."", ""Consectetur tempora dolorem porro consectetur quisquam etincidunt tempora amet neque adipisci voluptatem."", ""Velit aliquam tempora modi porro amet modi neque quisquam consectetur dolorem neque dolorem porro quiquia dolore quisquam magnam porro velit modi."", ""Aliquam numquam voluptatem porro aliquam voluptatem neque tempora eius porro numquam ut modi magnam sit quiquia quiquia quisquam dolorem etincidunt."", ""Voluptatem velit aliquam velit numquam velit sit quisquam sed porro aliquam dolorem numquam velit amet tempora porro magnam consectetur quisquam velit sed velit est labore sed dolore voluptatem ut."", ""Sed tempora quiquia ut sit quiquia modi sed porro quaerat magnam adipisci velit est non eius aliquam quisquam adipisci est dolor est quisquam aliquam numquam non dolor."", ""Magnam sit neque dolore quiquia voluptatem est ipsum etincidunt consectetur tempora aliquam ipsum voluptatem voluptatem quisquam consectetur quaerat etincidunt dolorem ut quaerat etincidunt."", ""Est dolor dolor ipsum dolorem numquam voluptatem neque adipisci non est quisquam porro aliquam."", ""Dolore ipsum quaerat sit voluptatem non tempora est voluptatem porro sed ut amet quiquia ut."", ""Quisquam aliquam labore quaerat neque voluptatem dolor voluptatem eius sit modi ut ipsum.""]"
interior,"[""Dolorem"", ""numquam"", ""ipsum"", ""velit"", ""magnam"", ""quisquam"", ""magnam"", ""velit"", ""amet"", ""ipsum"", ""quisquam"", ""etincidunt"", ""magnam"", ""etincidunt"", ""non"", ""amet"", ""amet"", ""numquam"", ""amet"", ""numquam"", ""velit"", ""sit"", ""amet"", ""dolorem"", ""est"", ""numquam"", ""porro"", ""tempora"", ""ipsum"", ""porro"", ""velit"", ""labore"", ""est""]","[""Consectetur est consectetur est labore porro velit dolorem aliquam dolor."", ""Labore tempora numquam aliquam dolor modi non eius sed dolor amet quaerat est modi ut adipisci dolorem aliquam neque voluptatem ipsum quiquia ipsum voluptatem amet est tempora amet neque modi."", ""Quaerat sed ipsum ut porro velit porro quisquam sit etincidunt sit velit porro non consectetur numquam aliquam velit tempora amet dolore modi quaerat neque etincidunt."", ""Ipsum etincidunt labore ipsum neque est ut adipisci velit etincidunt dolore dolor quiquia ut dolore adipisci amet."", ""Consectetur numquam aliquam adipisci sed magnam sit quaerat dolore etincidunt modi sed porro sed etincidunt adipisci quiquia dolore non non adipisci etincidunt etincidunt velit neque."", ""Voluptatem sed neque sed quiquia non amet ut est quaerat magnam ut eius quisquam."", ""Porro quaerat dolore est dolore numquam ipsum velit labore labore sed velit tempora est velit porro neque eius amet eius modi ut voluptatem dolorem magnam eius voluptatem quisquam ut."", ""Quiquia sit quiquia labore ipsum adipisci dolor consectetur labore dolorem aliquam aliquam."", ""Est quiquia modi quaerat ut etincidunt ipsum sed sit est dolore tempora voluptatem sed."", ""Amet dolore consectetur modi non modi magnam tempora sed velit quaerat numquam eius eius labore ut eius quiquia adipisci."", ""Dolorem adipisci quisquam tempora adipisci dolorem quisquam quiquia quiquia non."", ""Neque eius est dolor eius non quisquam neque porro adipisci quisquam porro dolor tempora quisquam porro amet ut.""]"
privy,"[""Dolorem"", ""ipsum"", ""ipsum"", ""quisquam"", ""tempora"", ""est"", ""non"", ""modi"", ""numquam"", ""sit"", ""adipisci"", ""velit"", ""amet"", ""aliquam"", ""dolor"", ""numquam"", ""magnam"", ""quiquia"", ""voluptatem""]","[""Aliquam amet quaerat numquam sit numquam magnam adipisci porro dolore voluptatem dolor modi labore non aliquam neque amet neque dolor velit modi."", ""Adipisci amet neque sed tempora modi aliquam dolorem non quaerat neque velit numquam neque ipsum sed neque porro velit dolor non etincidunt porro ut tempora numquam etincidunt etincidunt amet."", ""Sit eius ut amet porro tempora modi velit labore tempora neque porro quisquam voluptatem labore ut modi ut labore voluptatem quaerat amet porro aliquam modi."", ""Sit neque sed dolore adipisci labore modi dolore labore quisquam ipsum sed quisquam adipisci quisquam magnam quiquia magnam quiquia eius modi numquam etincidunt modi adipisci neque."", ""Dolor non tempora dolore modi quisquam sed quisquam numquam sed labore labore dolorem quiquia etincidunt ut neque labore sed tempora tempora consectetur ut modi amet."", ""Consectetur dolorem velit dolorem aliquam sed quaerat labore est quiquia voluptatem."", ""Quiquia sed aliquam dolor ipsum velit modi aliquam labore labore quisquam adipisci dolorem amet ipsum sed tempora consectetur numquam amet ipsum ipsum neque etincidunt ipsum etincidunt etincidunt."", ""Ut dolorem quaerat voluptatem eius ut quiquia modi tempora ipsum modi quiquia numquam etincidunt amet quiquia voluptatem magnam porro aliquam est."", ""Magnam ipsum quisquam ipsum amet quaerat ipsum sit dolorem magnam dolor sed magnam eius dolorem dolore quaerat velit sed dolorem aliquam non numquam dolore quiquia modi tempora ut."", ""Dolore dolore labore quaerat neque magnam dolor porro aliquam aliquam quiquia dolorem tempora ut velit dolorem quaerat adipisci labore sed numquam eius non quaerat est ut modi."", ""Etincidunt labore quaerat velit etincidunt numquam sed amet labore velit dolor sit modi est quaerat."", ""Eius sit amet numquam sed aliquam quiquia ipsum neque quiquia ut dolor consectetur modi sed non etincidunt eius consectetur quisquam.""]"
defiant,"[""Amet"", ""numquam"", ""sit"", ""sed"", ""voluptatem"", ""dolore"", ""labore"", ""sed"", ""dolore"", ""numquam"", ""dolor"", ""etincidunt"", ""aliquam"", ""voluptatem"", ""dolorem"", ""aliquam"", ""dolorem"", ""numquam"", ""etincidunt"", ""amet"", ""voluptatem"", ""sit"", ""dolorem"", ""adipisci"", ""voluptatem"", ""ipsum"", ""ut"", ""sit"", ""ut""]","[""Modi quaerat dolorem quaerat adipisci velit ut quiquia dolore etincidunt labore modi magnam modi."", ""Voluptatem neque quiquia quiquia adipisci numquam dolore porro modi modi numquam aliquam dolore."", ""Quiquia sed neque aliquam amet voluptatem modi consectetur sed sit voluptatem dolor sed adipisci labore quaerat dolorem non dolor neque."", ""Magnam magnam velit ut quiquia sed numquam non quiquia labore adipisci quaerat neque sit etincidunt non dolor ut voluptatem."", ""Dolore dolor dolore voluptatem adipisci etincidunt quisquam ut modi ipsum ut est labore neque tempora etincidunt amet."", ""Eius sit neque sit amet velit voluptatem porro magnam etincidunt quaerat."", ""Etincidunt sit neque quiquia voluptatem quisquam quaerat neque voluptatem eius quiquia ipsum aliquam."", ""Velit sit quiquia quiquia numquam adipisci voluptatem dolorem ipsum dolor."", ""Voluptatem neque eius consectetur est quisquam sed ut voluptatem modi dolor numquam eius voluptatem amet."", ""Numquam amet sit dolorem magnam amet eius voluptatem dolorem quiquia adipisci etincidunt."", ""Quaerat modi quiquia velit dolore labore est numquam neque amet ipsum tempora non tempora sed numquam ipsum labore."", ""Ut numquam numquam sed aliquam etincidunt consectetur quaerat adipisci sed non quaerat labore modi magnam non quisquam adipisci quiquia dolorem.""]"
soothe,"[""Est"", ""neque"", ""dolor"", ""dolor"", ""quisquam"", ""dolore"", ""sit"", ""etincidunt"", ""sed"", ""porro"", ""etincidunt"", ""tempora"", ""neque"", ""est"", ""dolorem"", ""voluptatem"", ""voluptatem"", ""quisquam"", ""sed"", ""quisquam"", ""modi"", ""ut""]","[""Dolorem sit dolorem neque dolorem aliquam ipsum tempora porro eius porro est numquam non dolore quisquam tempora modi quiquia modi labore labore etincidunt quisquam."", ""Sed numquam ut neque adipisci labore etincidunt quiquia sed ut tempora labore velit numquam eius modi porro labore amet tempora ut sed."", ""Labore sed quisquam modi velit tempora sed quaerat quiquia porro tempora dolore."", ""Amet quiquia est quaerat modi non porro etincidunt aliquam amet porro sed adipisci."", ""Non sed quiquia est quaerat velit dolore velit dolore aliquam magnam eius ut amet neque labore porro."", ""Labore aliquam labore labore est amet dolor quiquia consectetur ut non dolorem ipsum velit sed dolor modi modi neque.""]"
practical,"[""Amet"", ""magnam"", ""non"", ""neque"", ""tempora"", ""consectetur"", ""non"", ""sed"", ""voluptatem"", ""sit"", ""sed"", ""dolorem"", ""magnam"", ""dolorem""]","[""Ut amet non neque dolorem ipsum quaerat numquam velit magnam etincidunt voluptatem magnam eius."", ""Dolore non sed etincidunt quisquam velit ut numquam ut modi porro eius sit."", ""Quiquia non ut magnam quiquia dolor aliquam consectetur sed consectetur porro labore quiquia dolore dolore tempora dolore amet ut sed velit tempora dolore consectetur eius non dolor velit."", ""Porro neque non sit est dolor velit eius dolorem consectetur amet etincidunt non."", ""Aliquam porro ut voluptatem dolorem quiquia ut quiquia ut tempora quisquam."", ""Porro quiquia amet labore eius sit est sit numquam neque porro neque labore labore porro porro neque."", ""Neque ipsum labore non amet sed velit ipsum sit numquam dolor ipsum velit adipisci sit consectetur est velit labore quiquia dolore ut modi."", ""Voluptatem numquam velit quisquam tempora dolore dolorem quisquam modi neque."", ""Neque adipisci quiquia tempora ut aliquam velit quisquam voluptatem amet neque quaerat etincidunt sed dolor numquam neque numquam dolorem."", ""Sed ut adipisci quiquia numquam dolore est consectetur neque porro aliquam numquam dolor modi.""]"
dodge,"[""Voluptatem"", ""quaerat"", ""voluptatem"", ""magnam"", ""tempora"", ""labore"", ""quisquam"", ""modi"", ""est"", ""quaerat"", ""voluptatem"", ""eius"", ""dolor"", ""non"", ""adipisci"", ""quaerat"", ""quaerat"", ""consectetur"", ""ipsum"", ""etincidunt"", ""velit"", ""est"", ""modi"", ""labore"", ""non"", ""dolore"", ""neque"", ""sit""]","[""Tempora velit non eius quiquia numquam amet sit est eius voluptatem numquam adipisci quiquia sit quaerat quaerat velit voluptatem etincidunt dolore quisquam modi porro velit dolore magnam modi voluptatem est."", ""Modi neque neque etincidunt amet etincidunt consectetur sit numquam consectetur quaerat sed dolorem modi quaerat adipisci."", ""Porro eius numquam ipsum etincidunt aliquam tempora est voluptatem quaerat tempora numquam dolor."", ""Sit dolorem eius porro ut non labore voluptatem sit velit est quaerat non consectetur dolore dolore quaerat sit."", ""Sit est sit est eius adipisci numquam neque aliquam sed sit modi eius adipisci numquam quaerat est velit non non eius ipsum sit voluptatem."", ""Eius est amet etincidunt quaerat etincidunt quisquam aliquam non tempora quisquam magnam porro dolorem sed voluptatem neque aliquam non dolore labore numquam non.""]"
flink,"[""Ipsum"", ""amet"", ""ipsum"", ""tempora"", ""consectetur"", ""dolore"", ""est"", ""modi"", ""est"", ""adipisci"", ""amet"", ""sit""]","[""Adipisci quaerat etincidunt modi ut eius eius adipisci est quiquia sit aliquam aliquam neque consectetur ut neque numquam amet."", ""Amet etincidunt neque ipsum dolor numquam neque quaerat magnam labore aliquam sit dolor dolore amet aliquam adipisci."", ""Est magnam quaerat quisquam sed neque sed labore ipsum ut."", ""Dolorem quiquia etincidunt dolore velit ut dolore amet eius quisquam ut quiquia eius consectetur neque velit adipisci tempora modi dolorem velit est quaerat velit tempora."", ""Quaerat etincidunt quaerat magnam tempora magnam voluptatem non labore sit."", ""Dolorem labore sit neque eius dolorem etincidunt est voluptatem ipsum tempora aliquam non eius neque etincidunt numquam dolore adipisci aliquam quiquia."", ""Etincidunt eius sed voluptatem labore velit est dolor modi labore voluptatem eius dolorem velit amet dolore aliquam ut."", ""Quisquam quaerat dolore eius est aliquam quaerat dolore labore neque ipsum magnam eius consectetur dolor.""]"
