word_lc,cos_dist,count,root_word,lemma_count
awfully,0.37644,0.65,bright,1
divine,0.37615,0.7,resplendent,1
discordant,0.37594,0.85,coruscating,1
truculent,0.37585,0.75,coruscating,1
fun,0.37582,0.3,brilliant,2
profoundly,0.37568,0.75,brilliant,2
kind,0.37527,0.45,intense,12
prodigality,0.37514,0.7,coruscating,1
ragged,0.37496,0.85,gleaming,3
hot,0.37492,0.8,intense,26
wanly,0.37488,0.85,gleaming,1
wise,0.37468,0.15,brilliant,2
supercilious,0.37448,0.75,coruscating,2
higher,0.37446,0.1,bright,2
sudden,0.3744,0.45,intense,5
amazed,0.37399,0.6,brilliant,1
brass,0.37369,0.65,lustrous,2
flowered,0.37365,0.85,resplendent,1
wit,0.37357,0.45,coruscating,1
unutterable,0.37331,0.9,coruscating,3
headlight,0.37312,0.65,illuminated,2
tough,0.37303,0.35,intense,2
hungrily,0.37303,0.45,gleaming,1
extinguish,0.37299,0.35,lit,2
volley,0.37268,0.3,coruscating,1
absurd,0.37267,0.4,brilliant,3
unfathomable,0.37262,0.8,dazzling,1
melancholy,0.37254,1.0,coruscating,2
searchingly,0.37236,0.75,coruscating,1
rakish,0.37218,0.85,dazzling,1
crazy,0.37214,0.25,brilliant,14
sporadic,0.37209,0.2,intense,1
interminable,0.37198,0.5,intense,2
faded,0.37131,0.85,bright,2
anticipation,0.37099,0.4,intense,1
burst,0.37059,0.95,intense,5
admire,0.37056,0.55,brilliant,5
endure,0.37045,0.1,intense,3
archway,0.37035,0.55,lighted,1
sweetly,0.37025,0.95,resplendent,1
dusty,0.36998,0.95,gleaming,1
vacuous,0.3698,0.85,scintillating,1
arched,0.36967,0.65,lighted,1
black,0.3696,0.8,bright,11
fashionable,0.36958,0.65,dazzling,2
gold,0.36957,0.8,lustrous,8
invisible,0.36943,0.85,illuminated,6
moon,0.36913,0.65,shining,9
stifling,0.36882,0.5,intense,1
challengingly,0.36881,0.9,intense,1
juxtaposition,0.36871,0.8,vivid,1
stupid,0.36861,0.1,brilliant,2
undoubtedly,0.36855,0.45,brilliant,1
ruby,0.36854,0.95,lustrous,3
oval,0.36829,0.65,lighted,1
recognizable,0.36811,0.85,vivid,2
curiously,0.36806,0.95,resplendent,1
pleasing,0.36792,0.9,resplendent,1
compact,0.36776,0.75,luminous,1
admiringly,0.36775,0.7,gleaming,1
rare,0.36773,0.6,brilliant,2
copper,0.36771,0.55,lustrous,1
glimpse,0.36761,0.85,dazzling,4
jauntily,0.36756,0.55,resplendent,2
fancy,0.36753,0.5,dazzling,1
blurred,0.36748,0.55,vivid,3
inarguably,0.36734,0.6,brilliant,1
perfectly,0.36708,0.65,brilliant,3
gaiety,0.36688,0.85,resplendent,5
glare,0.36646,1.0,bright,3
shadow,0.36623,0.85,shining,13
swathe,0.36622,0.75,coruscating,1
adorable,0.36604,0.45,brilliant,1
giant,0.36587,0.8,gleaming,1
dusk,0.36581,0.85,lighted,4
authentic,0.36577,0.65,vivid,1
jovial,0.36497,0.95,resplendent,1
formless,0.36492,0.7,luminous,1
infinitely,0.3649,0.8,luminous,3
reassuringly,0.36469,0.75,gleaming,1
unbroken,0.36438,0.95,lustrous,2
suspiciously,0.36436,0.45,gleaming,2
garrulous,0.36399,0.8,resplendent,1
magic,0.36398,0.8,dazzling,2
tantalize,0.36362,0.15,dazzling,1
hysterical,0.3633,0.4,brilliant,1
façade,0.36308,0.8,gleaming,1
comfortable,0.3629,0.45,bright,1
coral,0.36278,0.6,phosphorescent,1
ray,0.36266,0.7,shining,1
vague,0.36263,0.35,vivid,5
personality,0.36247,0.3,vivid,2
natural,0.36161,0.8,radiant,2
big,0.36109,0.5,bright,20
burn,0.36104,0.45,lit,4
lustily,0.3608,0.7,resplendent,1
quick,0.36043,0.35,brilliant,4
determinedly,0.36007,0.85,resplendent,1
peculiar,0.35996,0.8,resplendent,3
idea,0.35987,0.05,brilliant,21
smoulder,0.3597,0.9,coruscating,1
sensation,0.35919,0.7,intense,2
glitter,0.35891,0.95,dazzling,1
tan,0.35882,0.7,lustrous,1
silly,0.3586,0.2,brilliant,2
combination,0.3586,0.6,intense,1
gown,0.35859,0.55,resplendent,3
lucky,0.35858,0.3,brilliant,1
laden,0.35853,0.7,resplendent,2
successful,0.3583,0.2,brilliant,1
contemptuous,0.35825,0.6,coruscating,3
curved,0.35786,0.85,lustrous,1
damn,0.35769,0.4,brilliant,3
intimacy,0.35754,0.25,intense,1
feminine,0.3575,0.45,radiant,1
smile,0.35743,0.8,gleaming,23
especially,0.35717,0.25,intense,2
frothy,0.35714,0.9,lustrous,1
despairing,0.35689,0.9,coruscating,1
stiff,0.35687,0.2,intense,6
daylight,0.35671,0.7,incandescent,1
reverie,0.35667,0.75,coruscating,1
immediate,0.35633,0.15,intense,3
rhythmic,0.3563,0.85,coruscating,1
endlessly,0.35599,0.65,brilliant,1
tapestry,0.35562,0.55,resplendent,1
unrestrained,0.35546,0.65,intense,1
compliment,0.35516,0.5,brilliant,2
abrupt,0.35495,0.45,intense,1
flash,0.35493,0.85,lit,6
dew,0.35487,0.55,shining,2
apparition,0.35442,0.55,luminous,1
distinguished,0.35431,0.8,resplendent,1
detail,0.35418,0.4,vivid,2
certainly,0.3541,0.25,brilliant,8
shorn,0.35398,0.45,resplendent,1
happy,0.35369,0.3,bright,5
competitive,0.35362,0.15,intense,1
feeling,0.35327,0.35,intense,3
spot,0.35289,0.5,bright,7
loud,0.35288,0.55,bright,6
wail,0.35284,0.3,coruscating,4
large,0.3526,0.6,bright,13
urgency,0.35248,0.15,intense,1
adore,0.35216,0.5,brilliant,1
factual,0.35202,0.1,vivid,1
billow,0.35196,0.7,coruscating,1
tragic,0.35191,0.45,vivid,4
languidly,0.35178,0.7,resplendent,1
dismal,0.35153,0.8,bright,1
blaze,0.35148,0.9,lit,3
obscurely,0.35144,0.9,illuminated,2
brisk,0.35135,0.85,intense,2
deeply,0.3513,0.4,intense,2
robust,0.3513,0.8,intense,1
elaborate,0.35117,0.45,dazzling,5
dye,0.35109,0.2,luminescent,1
wistfully,0.35101,0.65,gleaming,1
struggle,0.35087,0.05,intense,7
clumsy,0.35073,0.4,brilliant,1
odd,0.35069,0.5,brilliant,1
enthusiasm,0.35057,0.8,intense,3
knotted,0.35035,0.3,lustrous,1
unquestionable,0.35016,0.7,dazzling,1
glazed,0.34995,0.8,illuminated,2
gilt,0.34977,0.6,lustrous,1
wildly,0.34927,0.6,dazzling,2
little,0.34908,0.6,bright,103
eternal,0.34894,0.55,radiant,4
despicable,0.34888,0.1,brilliant,1
despairingly,0.34884,0.4,coruscating,1
clamour,0.34883,0.35,coruscating,1
swirl,0.34876,0.85,dazzling,1
thickish,0.34863,0.5,lustrous,1
oddly,0.34859,0.95,glowing,2
pompadour,0.34855,0.3,lustrous,2
oppressive,0.34852,0.3,intense,1
suggestiveness,0.34842,0.6,coruscating,1
succulent,0.3483,0.95,lustrous,1
ivory,0.34793,0.45,lustrous,1
moderate,0.34753,0.1,intense,1
phantom,0.3474,0.45,phosphorescent,1
sturdy,0.34726,0.6,lustrous,2
indefinable,0.34719,0.85,luminous,1
hostile,0.34718,0.45,intense,2
realism,0.34682,0.3,vivid,1
throb,0.34676,0.8,intense,1
murky,0.34668,0.9,bright,1
belted,0.34659,0.6,resplendent,1
charm,0.34653,0.6,dazzling,1
chiffon,0.34653,0.55,lustrous,2
difficult,0.3463,0.2,intense,1
orgastic,0.34624,0.7,luminous,1
velvet,0.34574,0.8,lustrous,1
conventional,0.34549,0.25,incandescent,1
abounding,0.34541,0.6,resplendent,1
mad,0.34536,0.1,brilliant,4
triumph,0.34532,0.6,resplendent,2
adventurous,0.34498,0.35,intense,1
nervously,0.34491,0.35,gleaming,2
tragically,0.3449,0.45,brilliant,2
wholesome,0.34463,0.7,lustrous,1
obviously,0.3446,0.2,brilliant,6
dawn,0.34459,0.8,shining,6
restless,0.34438,0.75,intense,5
pathetic,0.34424,0.3,brilliant,1
graceless,0.34424,0.7,resplendent,1
bulbous,0.34414,0.95,gleaming,1
rubber,0.34394,0.2,phosphorescent,1
defiantly,0.34346,0.55,brilliant,2
naturally,0.34336,0.4,lustrous,3
angry,0.34334,0.4,intense,4
wisp,0.34329,0.85,glowing,2
grand,0.34324,0.35,dazzling,1
elemental,0.34275,0.65,luminescent,1
lilac,0.34259,0.8,bright,1
ghost,0.34251,0.45,phosphorescent,4
fascination,0.3424,0.75,intense,1
appearance,0.34224,0.75,lustrous,2
disembodied,0.34221,0.7,luminous,1
easygoing,0.34215,0.5,bright,1
celebrated,0.34206,0.4,resplendent,3
honest,0.34199,0.4,brilliant,2
debauchee,0.34198,0.45,resplendent,1
atmosphere,0.34196,0.65,intense,1
gloom,0.34192,0.9,gleaming,2
perceptible,0.34175,0.85,luminous,3
leisurely,0.3417,0.35,scintillating,1
tiny,0.34162,0.85,bright,2
keenly,0.34125,0.9,intense,3
expectantly,0.34119,0.35,gleaming,2
wistfulness,0.34118,0.7,gleaming,1
coarse,0.3411,0.3,lustrous,1
metal,0.34107,0.4,phosphorescent,3
resentment,0.34102,0.1,intense,1
flatter,0.34064,0.15,bright,3
sinister,0.34053,0.8,gleaming,4
elaborateness,0.3405,0.35,resplendent,1
surer,0.33997,0.1,bright,2
dumb,0.33992,0.2,brilliant,3
gloomily,0.3398,0.7,resplendent,2
scornful,0.33967,0.75,coruscating,2
huge,0.33936,0.5,dazzling,4
tint,0.33929,0.75,luminescent,1
incorruptible,0.33918,0.75,luminous,1
arrogant,0.33915,0.45,brilliant,2
ashtray,0.33904,0.25,lighted,1
picture,0.33897,0.3,vivid,14
vision,0.33893,0.6,vivid,1
appal,0.3386,0.15,coruscating,2
inexplicable,0.33843,0.8,dazzling,2
splash,0.33836,0.7,dazzling,3
saddening,0.33813,0.4,brilliant,1
anchored,0.338,0.6,illuminated,1
softly,0.33785,0.65,gleaming,2
circular,0.33746,0.65,lighted,2
punctilious,0.33742,0.5,resplendent,1
beam,0.33731,0.7,radiant,2
devotion,0.33713,0.55,intense,1
engaged,0.33708,0.2,intense,3
somewhat,0.33706,0.5,intense,1
accentuate,0.33694,0.7,dazzling,1
foolish,0.33654,0.2,brilliant,1
tunelessly,0.33642,0.3,coruscating,1
overwhelmed,0.33639,0.3,intense,1
barbed,0.33634,0.6,coruscating,1
savagely,0.33629,0.55,coruscating,2
discreet,0.33611,0.75,luminous,1
dream,0.33598,0.2,vivid,16
stouter,0.33582,0.15,bright,1
poise,0.33574,0.65,dazzling,1
elation,0.33555,0.75,intense,1
joy,0.33546,0.85,radiant,2
amid,0.33544,0.75,resplendent,1
pain,0.33525,0.15,intense,1
uniform,0.33521,0.5,resplendent,4
undergo,0.3352,0.05,intense,1
ecstasy,0.33505,0.7,coruscating,1
alive,0.33476,0.5,vivid,5
hollowly,0.33472,0.55,gleaming,2
hard,0.33471,0.25,intense,20
small,0.33458,0.25,bright,35
strange,0.33447,0.75,vivid,8
unthoughtful,0.33437,0.15,brilliant,1
evening,0.33409,0.65,scintillating,20
ceremoniously,0.33408,0.35,resplendent,1
bosom,0.33408,0.55,resplendent,1
lingeringly,0.33402,1.0,luminous,1
cheerfully,0.33395,0.75,resplendent,1
claret,0.33377,0.6,resplendent,1
illusion,0.33339,0.7,dazzling,1
battle,0.33338,0.05,intense,1
urgent,0.33331,0.15,intense,1
absorption,0.33318,0.4,luminescent,1
palace,0.33297,0.45,resplendent,4
