words,synonyms,definitions
wonderful,"[""Dolor"", ""adipisci"", ""quiquia"", ""labore"", ""adipisci"", ""dolore"", ""consectetur"", ""aliquam"", ""voluptatem"", ""ut"", ""consectetur"", ""sed"", ""velit"", ""quaerat"", ""quiquia"", ""porro"", ""etincidunt"", ""porro"", ""labore"", ""dolor"", ""labore"", ""est"", ""quaerat"", ""eius"", ""quaerat"", ""etincidunt"", ""quisquam"", ""dolorem""]","[""Quaerat labore sed sit sed non porro etincidunt consectetur dolor tempora dolorem magnam quisquam dolorem."", ""Modi ipsum quiquia porro labore porro adipisci consectetur velit magnam adipisci quaerat sed amet sit."", ""Dolorem dolore sit tempora ut velit velit amet sit eius modi adipisci numquam ut neque velit aliquam."", ""Sed sit neque quaerat ut dolor consectetur eius sit labore velit labore magnam dolor aliquam non etincidunt amet."", ""Velit ipsum tempora dolorem sed velit etincidunt ut porro sed dolorem dolorem est porro ipsum amet non ut dolore voluptatem amet labore sit neque eius ut non sed velit labore.""]"
dishevel,"[""Quaerat"", ""labore"", ""porro"", ""labore"", ""dolorem"", ""sed"", ""dolorem"", ""voluptatem"", ""etincidunt"", ""eius"", ""sit"", ""dolor"", ""modi"", ""adipisci"", ""porro"", ""dolor"", ""etincidunt"", ""ut""]","[""Voluptatem eius neque consectetur adipisci amet quiquia non quisquam eius aliquam ipsum sed velit aliquam magnam etincidunt consectetur etincidunt ipsum."", ""Labore porro modi quisquam dolore magnam numquam aliquam modi dolor numquam modi tempora non neque dolorem."", ""Sed neque dolorem tempora quisquam dolore modi aliquam quisquam quiquia consectetur sit neque neque sed porro amet sed adipisci quaerat dolor sed porro consectetur porro dolor."", ""Quaerat aliquam quiquia modi voluptatem consectetur consectetur neque voluptatem dolor."", ""Quisquam velit eius neque sed tempora ipsum modi tempora dolore."", ""Sit modi magnam ut quisquam numquam dolore neque dolore adipisci dolor ut velit voluptatem est tempora tempora tempora sed dolore quaerat quaerat magnam."", ""Eius dolore labore modi dolor tempora ut magnam dolore sit aliquam porro sed non labore dolorem quiquia sed."", ""Est eius ipsum non eius porro sit sit aliquam porro dolore amet dolore porro consectetur est sed numquam numquam dolor non dolor numquam quisquam tempora dolore amet voluptatem dolorem consectetur."", ""Voluptatem est voluptatem est quisquam aliquam est dolore sed numquam etincidunt quiquia est quaerat quisquam aliquam velit dolore magnam."", ""Tempora aliquam magnam dolore ipsum ipsum quaerat est numquam quisquam aliquam labore."", ""Quiquia magnam numquam velit eius est labore adipisci non quaerat adipisci dolore porro dolor."", ""Est est porro quaerat etincidunt aliquam quisquam quisquam numquam dolore dolore amet sed velit sit dolore voluptatem tempora dolore aliquam ipsum numquam neque est eius modi dolorem.""]"
cotton,"[""Sed"", ""aliquam"", ""modi"", ""aliquam"", ""amet"", ""non"", ""velit"", ""est"", ""aliquam"", ""etincidunt"", ""aliquam"", ""numquam""]","[""Aliquam ut ut dolor ut ipsum porro ipsum aliquam est numquam tempora labore tempora magnam sit amet etincidunt velit eius labore quiquia est."", ""Magnam eius neque labore eius labore dolore porro velit adipisci adipisci voluptatem aliquam adipisci dolore ipsum adipisci numquam dolor ut quaerat magnam neque labore eius amet."", ""Quiquia neque quaerat non neque voluptatem non numquam sed porro."", ""Consectetur consectetur modi velit est magnam voluptatem modi voluptatem ipsum consectetur non dolorem dolore dolore voluptatem dolore est sit ut."", ""Magnam magnam dolore numquam adipisci labore consectetur quisquam quaerat ipsum eius numquam voluptatem quaerat dolor consectetur quisquam sed eius dolor aliquam non."", ""Quaerat quiquia etincidunt dolore numquam non sit ut ipsum sit dolore adipisci labore dolor quiquia quisquam sit velit consectetur."", ""Voluptatem numquam magnam tempora voluptatem amet quisquam velit tempora ipsum magnam consectetur adipisci aliquam labore modi quiquia sed ipsum est."", ""Ut quaerat labore velit consectetur labore dolorem labore porro quaerat."", ""Tempora sed neque adipisci voluptatem dolor quiquia numquam etincidunt quaerat ipsum aliquam sed amet est neque velit magnam quisquam etincidunt etincidunt labore ut etincidunt porro modi sed labore dolorem ut."", ""Dolor est etincidunt aliquam consectetur voluptatem consectetur neque non dolorem tempora sit sit modi neque dolore dolore quiquia adipisci quiquia magnam ut quisquam voluptatem dolor porro adipisci ut dolorem."", ""Ipsum sed ut amet eius ipsum modi modi labore dolor dolore magnam amet eius dolore eius ipsum tempora dolore neque amet consectetur ipsum etincidunt.""]"
husband,"[""Quaerat"", ""non"", ""sed"", ""etincidunt"", ""modi"", ""quaerat"", ""ut"", ""neque"", ""quiquia"", ""consectetur"", ""dolor"", ""porro"", ""quaerat"", ""magnam""]","[""Aliquam aliquam dolorem aliquam quiquia aliquam quisquam voluptatem consectetur quisquam ut non quisquam numquam est quaerat voluptatem adipisci ipsum."", ""Dolore tempora modi ut consectetur dolore modi quaerat amet amet porro neque dolore ut."", ""Modi amet est velit magnam amet dolorem aliquam quisquam magnam adipisci."", ""Tempora numquam amet labore quiquia sed aliquam quiquia numquam porro."", ""Sed non tempora sed neque dolore neque etincidunt adipisci dolore porro tempora labore dolore."", ""Etincidunt adipisci numquam quiquia dolore adipisci modi porro tempora sed est dolor dolorem adipisci etincidunt amet numquam amet dolor sed voluptatem dolorem labore."", ""Amet non est quaerat numquam dolor sit adipisci neque aliquam consectetur dolor tempora neque est adipisci dolor consectetur dolore quaerat.""]"
suddenly,"[""Numquam"", ""quaerat"", ""velit"", ""etincidunt"", ""quaerat"", ""tempora"", ""ipsum"", ""amet"", ""labore"", ""sit"", ""quaerat"", ""tempora"", ""est"", ""aliquam"", ""quiquia"", ""voluptatem"", ""tempora"", ""quaerat"", ""tempora"", ""velit"", ""dolor"", ""numquam"", ""quaerat"", ""voluptatem"", ""sed"", ""velit"", ""ut"", ""dolor"", ""consectetur""]","[""Quiquia ut ut etincidunt amet modi labore dolorem quaerat non quaerat porro quaerat consectetur adipisci eius amet eius tempora modi consectetur modi ut etincidunt dolorem quaerat."", ""Ut tempora ipsum ipsum ut est labore quiquia eius eius labore adipisci sit."", ""Velit quisquam voluptatem etincidunt aliquam non quisquam voluptatem tempora eius consectetur quiquia magnam sit."", ""Est neque ipsum aliquam adipisci sed adipisci quisquam sit dolore neque numquam eius dolor dolore est aliquam."", ""Magnam sit etincidunt dolore magnam neque porro velit aliquam numquam magnam tempora neque."", ""Neque neque quiquia voluptatem velit quisquam tempora velit ut adipisci ipsum ipsum sit sed amet numquam quiquia."", ""Labore velit numquam tempora quisquam dolorem neque sed dolore ipsum non labore velit labore neque dolorem voluptatem porro porro non tempora."", ""Sed dolorem quisquam magnam dolore sed numquam non quaerat amet sed dolor velit modi aliquam adipisci neque quisquam dolor non amet."", ""Dolor sit neque dolore adipisci labore dolore adipisci sed aliquam est tempora consectetur ut."", ""Est numquam ut velit voluptatem est velit neque aliquam ut ipsum eius amet porro ut tempora velit dolor aliquam quaerat adipisci dolore dolor voluptatem quiquia."", ""Quisquam tempora amet non eius eius aliquam velit non sit numquam eius quisquam sit dolor voluptatem velit aliquam voluptatem porro magnam sit adipisci tempora aliquam porro."", ""Sed etincidunt ipsum labore porro adipisci porro amet voluptatem aliquam amet eius eius amet quaerat modi non porro modi etincidunt modi labore dolor eius dolore.""]"
partial,"[""Quisquam"", ""labore"", ""dolor"", ""voluptatem"", ""dolorem"", ""magnam"", ""est"", ""ipsum"", ""numquam"", ""neque""]","[""Eius consectetur labore est adipisci tempora aliquam quaerat ipsum quisquam quaerat aliquam."", ""Labore amet ut labore voluptatem porro dolor voluptatem ipsum eius ut consectetur dolorem sed aliquam velit etincidunt consectetur numquam quiquia tempora sed dolorem."", ""Quaerat adipisci neque ut sit consectetur porro amet voluptatem porro velit etincidunt quiquia sed sit porro labore sed magnam."", ""Dolor non sed sed ut porro modi amet modi dolor tempora ipsum quiquia dolorem voluptatem magnam quiquia non ut modi ut neque porro sed tempora amet ut."", ""Numquam labore magnam numquam quiquia ut quaerat labore amet neque sit dolorem dolor tempora quaerat etincidunt quisquam neque etincidunt quaerat consectetur aliquam adipisci magnam aliquam est non."", ""Quiquia quaerat modi etincidunt dolore eius non sed quaerat numquam quisquam quisquam sed quisquam adipisci modi voluptatem adipisci quiquia quisquam modi."", ""Non sed dolore quiquia ut voluptatem amet dolore eius voluptatem tempora ut tempora velit aliquam numquam."", ""Ipsum neque consectetur sit magnam magnam ipsum ut neque consectetur tempora est tempora ut quisquam magnam modi est sed ut numquam etincidunt consectetur dolor dolorem porro consectetur."", ""Consectetur labore tempora consectetur est labore amet etincidunt quiquia magnam quaerat quaerat labore sit numquam numquam dolor ipsum eius non."", ""Consectetur eius quaerat labore ut voluptatem quaerat quiquia consectetur eius quiquia adipisci adipisci dolore tempora."", ""Quisquam dolorem sit amet velit magnam dolore labore voluptatem modi.""]"
frog,"[""Amet"", ""ut"", ""modi"", ""quaerat"", ""dolorem"", ""numquam"", ""ipsum"", ""labore"", ""amet"", ""sit"", ""neque""]","[""Magnam voluptatem dolorem voluptatem est ipsum modi sed neque non quaerat eius tempora consectetur quisquam aliquam tempora numquam etincidunt sit dolor sit sed quisquam velit sit neque."", ""Eius adipisci quisquam quaerat consectetur eius etincidunt amet quiquia porro numquam dolorem ut quisquam dolorem dolor quaerat ipsum velit numquam eius voluptatem quaerat quiquia quaerat ipsum velit etincidunt."", ""Modi amet tempora dolore dolore ut non sit ipsum quisquam dolor adipisci tempora voluptatem sit labore adipisci magnam dolor voluptatem quaerat voluptatem tempora dolor numquam labore."", ""Eius tempora voluptatem sed sit non modi modi labore sed porro consectetur dolorem sed ut voluptatem aliquam sed eius etincidunt."", ""Dolore ipsum quisquam tempora numquam voluptatem magnam quisquam eius amet labore consectetur sit tempora aliquam velit eius sed velit."", ""Modi dolore quiquia porro est eius consectetur amet sed non ipsum dolore magnam etincidunt dolorem porro numquam sed consectetur consectetur sed."", ""Modi quaerat consectetur quisquam labore quaerat voluptatem porro quaerat ut neque adipisci voluptatem dolor consectetur voluptatem neque sit quisquam quiquia quiquia amet etincidunt tempora magnam labore etincidunt."", ""Dolorem dolorem labore non ipsum dolore aliquam non dolorem quisquam amet quisquam dolor aliquam sit quaerat numquam ut ipsum quiquia sed sit modi."", ""Voluptatem sed modi voluptatem non quaerat porro tempora consectetur numquam numquam dolorem dolor numquam sit eius sit quiquia sed dolorem quaerat voluptatem numquam velit numquam."", ""Porro tempora sed magnam magnam sed sed quisquam sed dolore velit sit dolore quaerat non consectetur dolore non quaerat quaerat non sit neque non consectetur est quiquia."", ""Magnam consectetur neque numquam quaerat consectetur sed labore adipisci modi eius quisquam non dolorem voluptatem dolore porro ipsum quaerat velit ut dolor non dolore dolore sed ut modi sed.""]"
phrase,"[""Sed"", ""amet"", ""magnam"", ""dolor"", ""quaerat"", ""eius"", ""labore"", ""quiquia"", ""amet"", ""neque"", ""porro"", ""neque"", ""adipisci"", ""adipisci"", ""tempora"", ""amet""]","[""Adipisci dolor consectetur consectetur ipsum sed voluptatem porro ipsum etincidunt magnam."", ""Velit eius adipisci voluptatem etincidunt velit amet quisquam quaerat consectetur aliquam magnam non modi sit sit voluptatem dolore etincidunt neque sit etincidunt magnam velit aliquam amet dolor voluptatem."", ""Est aliquam eius dolorem dolore dolore consectetur labore eius dolore consectetur sed dolor amet etincidunt dolorem adipisci."", ""Numquam adipisci sed tempora eius amet quiquia eius tempora labore quisquam numquam quiquia dolor neque ipsum ipsum dolorem dolore consectetur dolore magnam tempora magnam dolor eius tempora labore."", ""Etincidunt labore magnam non tempora ut magnam velit tempora ipsum dolore non quiquia quisquam adipisci tempora voluptatem quaerat sit sed tempora adipisci."", ""Etincidunt dolorem non ipsum non labore voluptatem dolorem etincidunt adipisci aliquam voluptatem sit dolor est numquam magnam adipisci amet dolore neque eius etincidunt consectetur aliquam aliquam voluptatem."", ""Non modi velit eius magnam sed ipsum dolor ut quisquam ut ut voluptatem adipisci ut sed est adipisci neque quiquia dolor consectetur ipsum."", ""Quaerat labore dolorem labore quiquia eius tempora modi neque quaerat consectetur consectetur modi dolore aliquam adipisci eius velit aliquam sit est amet ipsum consectetur ipsum consectetur."", ""Magnam etincidunt dolor neque quisquam velit quisquam dolor modi labore velit voluptatem eius amet porro ipsum non."", ""Dolorem sit labore velit quisquam non etincidunt sit dolore consectetur dolore adipisci adipisci dolore etincidunt dolorem quaerat quaerat dolorem sit tempora est non eius."", ""Etincidunt adipisci neque numquam quiquia eius consectetur est voluptatem etincidunt aliquam labore sed dolorem est dolor aliquam porro ut."", ""Etincidunt dolor labore dolor quisquam quiquia ut modi non porro modi ipsum aliquam.""]"
critical,"[""Sit"", ""amet"", ""consectetur"", ""tempora"", ""porro"", ""dolor"", ""non"", ""dolore"", ""eius"", ""ipsum"", ""etincidunt"", ""aliquam"", ""ipsum"", ""ut"", ""porro"", ""velit"", ""quisquam"", ""sit"", ""quiquia"", ""labore"", ""eius"", ""dolore"", ""quaerat"", ""dolor"", ""quaerat"", ""numquam"", ""velit""]","[""Consectetur modi magnam dolorem labore aliquam ipsum tempora sit ipsum quaerat labore non amet consectetur sed ut dolore velit sed porro."", ""Labore porro labore eius dolore velit modi sed voluptatem porro sed dolor numquam porro quisquam dolorem ut quiquia porro."", ""Labore labore sit neque quiquia amet non est velit quiquia modi neque porro magnam dolore dolorem sit adipisci numquam etincidunt quiquia modi non etincidunt quaerat voluptatem aliquam quiquia."", ""Amet consectetur consectetur amet ipsum non non non sit labore tempora quaerat porro etincidunt ut quisquam dolor numquam."", ""Neque porro quisquam dolor dolore modi ut magnam etincidunt non dolorem porro quaerat non sit voluptatem etincidunt."", ""Consectetur amet tempora non consectetur consectetur quiquia amet adipisci etincidunt ut sed est etincidunt est ipsum ut dolor eius quaerat numquam eius tempora labore quiquia dolore adipisci."", ""Numquam magnam non quisquam quisquam sed non ipsum etincidunt labore non ipsum adipisci sed neque velit non etincidunt numquam etincidunt non voluptatem dolorem voluptatem voluptatem est quiquia dolor."", ""Numquam labore ut tempora ut etincidunt dolorem non quisquam modi voluptatem quisquam neque etincidunt eius non numquam."", ""Magnam est ut etincidunt dolor neque voluptatem voluptatem dolor dolor eius non numquam quiquia amet adipisci sit sed consectetur modi numquam ipsum adipisci labore velit sed est."", ""Velit voluptatem adipisci quiquia numquam quaerat adipisci est non dolorem aliquam etincidunt quiquia magnam aliquam porro sed.""]"
dressing,"[""Sed"", ""amet"", ""adipisci"", ""labore"", ""etincidunt"", ""tempora"", ""non"", ""sit"", ""quisquam"", ""sit"", ""ut"", ""dolor"", ""quaerat"", ""magnam"", ""sit"", ""modi"", ""consectetur"", ""non"", ""quiquia"", ""non"", ""quaerat"", ""ut"", ""amet"", ""etincidunt""]","[""Velit adipisci dolore quisquam ut quiquia non aliquam neque quiquia quiquia."", ""Amet consectetur eius quaerat quisquam sit ut sit ut sed adipisci quaerat amet modi quiquia porro sed porro sed ipsum est."", ""Voluptatem sed dolor quisquam dolore dolorem velit quiquia sit magnam amet numquam."", ""Dolorem ut quiquia non sit velit neque est dolore quisquam dolore labore eius amet velit eius tempora ut porro numquam sed neque modi labore modi eius etincidunt dolorem voluptatem."", ""Est dolor tempora sed dolor sed tempora adipisci adipisci est dolorem quiquia numquam ipsum etincidunt modi dolor neque numquam quaerat."", ""Labore sit labore adipisci sed numquam velit quaerat adipisci sed velit magnam magnam numquam dolore amet eius porro dolor adipisci quiquia sed quiquia consectetur labore quaerat sed.""]"
